ts            src                des             seq      ack      check(win)      direction         
31.588020      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.588096      41.177.26.193      244.3.160.248      1      1763      62478      41.177.26.193->244.3.160.248      
31.590763      41.177.26.193      244.3.160.248      160601      1845      64240      41.177.26.193->244.3.160.248      
31.590797      41.177.26.193      244.3.160.248      162061      1845      64240      41.177.26.193->244.3.160.248      
31.590824      41.177.26.193      244.3.160.248      163521      1845      64240      41.177.26.193->244.3.160.248      
31.590844      41.177.26.193      244.3.160.248      164981      1845      64240      41.177.26.193->244.3.160.248      
31.590880      41.177.26.193      244.3.160.248      166441      1845      64240      41.177.26.193->244.3.160.248      
31.590900      41.177.26.193      244.3.160.248      167901      1845      64240      41.177.26.193->244.3.160.248      
31.590930      41.177.26.193      244.3.160.248      169361      1845      64240      41.177.26.193->244.3.160.248      
31.590963      41.177.26.193      244.3.160.248      170821      1845      64240      41.177.26.193->244.3.160.248      
31.590991      41.177.26.193      244.3.160.248      172281      1845      64240      41.177.26.193->244.3.160.248      
31.591022      41.177.26.193      244.3.160.248      173741      1845      64240      41.177.26.193->244.3.160.248      
31.591053      41.177.26.193      244.3.160.248      175201      1845      64240      41.177.26.193->244.3.160.248      
31.591087      41.177.26.193      244.3.160.248      176661      1845      64240      41.177.26.193->244.3.160.248      
31.591117      41.177.26.193      244.3.160.248      178121      1845      64240      41.177.26.193->244.3.160.248      
31.591146      41.177.26.193      244.3.160.248      179581      1845      64240      41.177.26.193->244.3.160.248      
31.591175      41.177.26.193      244.3.160.248      181041      1845      64240      41.177.26.193->244.3.160.248      
31.591204      41.177.26.193      244.3.160.248      182501      1845      64240      41.177.26.193->244.3.160.248      
31.591232      41.177.26.193      244.3.160.248      183961      1845      64240      41.177.26.193->244.3.160.248      
31.592803      41.177.26.193      244.3.160.248      185421      1845      64240      41.177.26.193->244.3.160.248      
31.592835      41.177.26.193      244.3.160.248      186881      1845      64240      41.177.26.193->244.3.160.248      
31.592866      41.177.26.193      244.3.160.248      188341      1845      64240      41.177.26.193->244.3.160.248      
31.592893      41.177.26.193      244.3.160.248      189801      1845      64240      41.177.26.193->244.3.160.248      
31.592925      41.177.26.193      244.3.160.248      191261      1845      64240      41.177.26.193->244.3.160.248      
31.592962      41.177.26.193      244.3.160.248      192721      1845      64240      41.177.26.193->244.3.160.248      
31.593731      41.177.26.193      244.3.160.248      194181      1845      64240      41.177.26.193->244.3.160.248      
31.593739      41.177.26.193      244.3.160.248      195641      1845      64240      41.177.26.193->244.3.160.248      
31.593764      41.177.26.193      244.3.160.248      197101      1845      64240      41.177.26.193->244.3.160.248      
31.593790      41.177.26.193      244.3.160.248      198561      1845      64240      41.177.26.193->244.3.160.248      
31.593810      41.177.26.193      244.3.160.248      200021      1845      64240      41.177.26.193->244.3.160.248      
31.593840      41.177.26.193      244.3.160.248      201481      1845      64240      41.177.26.193->244.3.160.248      
31.594459      41.177.26.193      244.3.160.248      202941      1845      64240      41.177.26.193->244.3.160.248      
31.594506      41.177.26.193      244.3.160.248      204401      1845      64240      41.177.26.193->244.3.160.248      
31.594514      41.177.26.193      244.3.160.248      205861      1845      64240      41.177.26.193->244.3.160.248      
31.594541      41.177.26.193      244.3.160.248      207321      1845      64240      41.177.26.193->244.3.160.248      
31.594567      41.177.26.193      244.3.160.248      208781      1845      64240      41.177.26.193->244.3.160.248      
31.594588      41.177.26.193      244.3.160.248      210241      1845      64240      41.177.26.193->244.3.160.248      
31.594793      41.177.26.193      244.3.160.248      1      1763      64240      41.177.26.193->244.3.160.248      
31.595354      41.177.26.193      244.3.160.248      211701      1845      64240      41.177.26.193->244.3.160.248      
31.595381      41.177.26.193      244.3.160.248      213161      1845      64240      41.177.26.193->244.3.160.248      
31.595416      41.177.26.193      244.3.160.248      214621      1845      64240      41.177.26.193->244.3.160.248      
31.595444      41.177.26.193      244.3.160.248      216081      1845      64240      41.177.26.193->244.3.160.248      
31.595471      41.177.26.193      244.3.160.248      217541      1845      64240      41.177.26.193->244.3.160.248      
31.595489      41.177.26.193      244.3.160.248      219001      1845      64240      41.177.26.193->244.3.160.248      
31.596127      41.177.26.193      244.3.160.248      220461      1845      64240      41.177.26.193->244.3.160.248      
31.596158      41.177.26.193      244.3.160.248      221921      1845      64240      41.177.26.193->244.3.160.248      
31.596192      41.177.26.193      244.3.160.248      223381      1845      64240      41.177.26.193->244.3.160.248      
31.596226      41.177.26.193      244.3.160.248      224841      1845      64240      41.177.26.193->244.3.160.248      
31.596257      41.177.26.193      244.3.160.248      226301      1845      64240      41.177.26.193->244.3.160.248      
31.596310      41.177.26.193      244.3.160.248      227761      1845      64240      41.177.26.193->244.3.160.248      
31.596879      41.177.26.193      244.3.160.248      229221      1845      64240      41.177.26.193->244.3.160.248      
31.596901      41.177.26.193      244.3.160.248      230681      1845      64240      41.177.26.193->244.3.160.248      
31.596930      41.177.26.193      244.3.160.248      232141      1845      64240      41.177.26.193->244.3.160.248      
31.596960      41.177.26.193      244.3.160.248      233601      1845      64240      41.177.26.193->244.3.160.248      
31.597063      41.177.26.193      244.3.160.248      235061      1845      64240      41.177.26.193->244.3.160.248      
31.597087      41.177.26.193      244.3.160.248      236521      1845      64240      41.177.26.193->244.3.160.248      
31.597792      41.177.26.193      244.3.160.248      237981      1845      64240      41.177.26.193->244.3.160.248      
31.597822      41.177.26.193      244.3.160.248      239441      1845      64240      41.177.26.193->244.3.160.248      
31.597867      41.177.26.193      244.3.160.248      240901      1845      64240      41.177.26.193->244.3.160.248      
31.597895      41.177.26.193      244.3.160.248      242361      1845      64240      41.177.26.193->244.3.160.248      
31.597933      41.177.26.193      244.3.160.248      243821      1845      64240      41.177.26.193->244.3.160.248      
31.597963      41.177.26.193      244.3.160.248      245281      1845      64240      41.177.26.193->244.3.160.248      
31.598638      41.177.26.193      244.3.160.248      246741      1845      64240      41.177.26.193->244.3.160.248      
31.598669      41.177.26.193      244.3.160.248      248201      1845      64240      41.177.26.193->244.3.160.248      
31.598689      41.177.26.193      244.3.160.248      249661      1845      64240      41.177.26.193->244.3.160.248      
31.598720      41.177.26.193      244.3.160.248      251121      1845      64240      41.177.26.193->244.3.160.248      
31.598752      41.177.26.193      244.3.160.248      252581      1845      64240      41.177.26.193->244.3.160.248      
31.598789      41.177.26.193      244.3.160.248      254041      1845      64240      41.177.26.193->244.3.160.248      
31.599342      41.177.26.193      244.3.160.248      255501      1845      64240      41.177.26.193->244.3.160.248      
31.599372      41.177.26.193      244.3.160.248      256961      1845      64240      41.177.26.193->244.3.160.248      
31.599404      41.177.26.193      244.3.160.248      258421      1845      64240      41.177.26.193->244.3.160.248      
31.599441      41.177.26.193      244.3.160.248      259881      1845      64240      41.177.26.193->244.3.160.248      
31.599481      41.177.26.193      244.3.160.248      261341      1845      64240      41.177.26.193->244.3.160.248      
31.599501      41.177.26.193      244.3.160.248      262801      1845      64240      41.177.26.193->244.3.160.248      
31.600100      41.177.26.193      244.3.160.248      264261      1845      64240      41.177.26.193->244.3.160.248      
31.600135      41.177.26.193      244.3.160.248      265721      1845      64240      41.177.26.193->244.3.160.248      
31.600163      41.177.26.193      244.3.160.248      267181      1845      64240      41.177.26.193->244.3.160.248      
31.600192      41.177.26.193      244.3.160.248      268641      1845      64240      41.177.26.193->244.3.160.248      
31.600223      41.177.26.193      244.3.160.248      270101      1845      64240      41.177.26.193->244.3.160.248      
31.600253      41.177.26.193      244.3.160.248      271561      1845      64240      41.177.26.193->244.3.160.248      
31.600932      41.177.26.193      244.3.160.248      273021      1845      64240      41.177.26.193->244.3.160.248      
31.600962      41.177.26.193      244.3.160.248      274481      1845      64240      41.177.26.193->244.3.160.248      
31.601000      41.177.26.193      244.3.160.248      275941      1845      64240      41.177.26.193->244.3.160.248      
31.601031      41.177.26.193      244.3.160.248      277401      1845      64240      41.177.26.193->244.3.160.248      
31.601065      41.177.26.193      244.3.160.248      278861      1845      64240      41.177.26.193->244.3.160.248      
31.601070      41.177.26.193      244.3.160.248      280321      1845      64240      41.177.26.193->244.3.160.248      
31.603115      41.177.26.193      244.3.160.248      280812      1846      64240      41.177.26.193->244.3.160.248      
31.603181      41.177.26.193      244.3.160.248      280812      1846      64240      41.177.26.193->244.3.160.248      
31.607155      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.608099      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.608103      41.177.26.193      244.3.160.248      1      1655      64240      41.177.26.193->244.3.160.248      
31.611071      41.177.26.193      244.3.160.248      1      1655      64240      41.177.26.193->244.3.160.248      
31.611190      41.177.26.193      244.3.160.248      234      1655      64240      41.177.26.193->244.3.160.248      
31.611194      41.177.26.193      244.3.160.248      1694      1655      64240      41.177.26.193->244.3.160.248      
31.612061      41.177.26.193      244.3.160.248      2888      1656      64240      41.177.26.193->244.3.160.248      
31.612099      41.177.26.193      244.3.160.248      2888      1656      64240      41.177.26.193->244.3.160.248      
31.639597      41.177.26.193      244.3.160.248      1      1763      64240      41.177.26.193->244.3.160.248      
31.652187      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.652528      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.653203      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.653207      41.177.26.193      244.3.160.248      1      1627      62614      41.177.26.193->244.3.160.248      
31.653465      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.653469      41.177.26.193      244.3.160.248      1      1628      62613      41.177.26.193->244.3.160.248      
31.654774      41.177.26.193      244.3.160.248      1      1627      64240      41.177.26.193->244.3.160.248      
31.657302      41.177.26.193      244.3.160.248      1      1628      64240      41.177.26.193->244.3.160.248      
31.657358      41.177.26.193      244.3.160.248      1      1627      64240      41.177.26.193->244.3.160.248      
31.657493      41.177.26.193      244.3.160.248      236      1627      64240      41.177.26.193->244.3.160.248      
31.657515      41.177.26.193      244.3.160.248      1696      1627      64240      41.177.26.193->244.3.160.248      
31.658270      41.177.26.193      244.3.160.248      3156      1627      64240      41.177.26.193->244.3.160.248      
31.658290      41.177.26.193      244.3.160.248      4616      1627      64240      41.177.26.193->244.3.160.248      
31.658423      41.177.26.193      244.3.160.248      6076      1627      64240      41.177.26.193->244.3.160.248      
31.658455      41.177.26.193      244.3.160.248      7536      1627      64240      41.177.26.193->244.3.160.248      
31.659457      41.177.26.193      244.3.160.248      8996      1627      64240      41.177.26.193->244.3.160.248      
31.659493      41.177.26.193      244.3.160.248      10456      1627      64240      41.177.26.193->244.3.160.248      
31.659520      41.177.26.193      244.3.160.248      11916      1627      64240      41.177.26.193->244.3.160.248      
31.659547      41.177.26.193      244.3.160.248      13376      1627      64240      41.177.26.193->244.3.160.248      
31.659568      41.177.26.193      244.3.160.248      14836      1627      64240      41.177.26.193->244.3.160.248      
31.659600      41.177.26.193      244.3.160.248      16296      1627      64240      41.177.26.193->244.3.160.248      
31.660107      41.177.26.193      244.3.160.248      1      1628      64240      41.177.26.193->244.3.160.248      
31.660236      41.177.26.193      244.3.160.248      236      1628      64240      41.177.26.193->244.3.160.248      
31.660256      41.177.26.193      244.3.160.248      1696      1628      64240      41.177.26.193->244.3.160.248      
31.663221      41.177.26.193      244.3.160.248      17756      1627      64240      41.177.26.193->244.3.160.248      
31.663255      41.177.26.193      244.3.160.248      19216      1627      64240      41.177.26.193->244.3.160.248      
31.663284      41.177.26.193      244.3.160.248      20676      1627      64240      41.177.26.193->244.3.160.248      
31.663314      41.177.26.193      244.3.160.248      22136      1627      64240      41.177.26.193->244.3.160.248      
31.663354      41.177.26.193      244.3.160.248      23596      1627      64240      41.177.26.193->244.3.160.248      
31.663374      41.177.26.193      244.3.160.248      25056      1627      64240      41.177.26.193->244.3.160.248      
31.663410      41.177.26.193      244.3.160.248      26516      1627      64240      41.177.26.193->244.3.160.248      
31.663436      41.177.26.193      244.3.160.248      27976      1627      64240      41.177.26.193->244.3.160.248      
31.663456      41.177.26.193      244.3.160.248      29436      1627      64240      41.177.26.193->244.3.160.248      
31.664598      41.177.26.193      244.3.160.248      30896      1627      64240      41.177.26.193->244.3.160.248      
31.664626      41.177.26.193      244.3.160.248      32356      1627      64240      41.177.26.193->244.3.160.248      
31.664648      41.177.26.193      244.3.160.248      33816      1627      64240      41.177.26.193->244.3.160.248      
31.664671      41.177.26.193      244.3.160.248      3156      1628      64240      41.177.26.193->244.3.160.248      
31.664696      41.177.26.193      244.3.160.248      4616      1628      64240      41.177.26.193->244.3.160.248      
31.664721      41.177.26.193      244.3.160.248      6076      1628      64240      41.177.26.193->244.3.160.248      
31.664741      41.177.26.193      244.3.160.248      7536      1628      64240      41.177.26.193->244.3.160.248      
31.664770      41.177.26.193      244.3.160.248      35276      1627      64240      41.177.26.193->244.3.160.248      
31.664805      41.177.26.193      244.3.160.248      36736      1627      64240      41.177.26.193->244.3.160.248      
31.664809      41.177.26.193      244.3.160.248      38196      1627      64240      41.177.26.193->244.3.160.248      
31.665891      41.177.26.193      244.3.160.248      8996      1628      64240      41.177.26.193->244.3.160.248      
31.665911      41.177.26.193      244.3.160.248      10456      1628      64240      41.177.26.193->244.3.160.248      
31.665980      41.177.26.193      244.3.160.248      11916      1628      64240      41.177.26.193->244.3.160.248      
31.666000      41.177.26.193      244.3.160.248      13376      1628      64240      41.177.26.193->244.3.160.248      
31.666029      41.177.26.193      244.3.160.248      14836      1628      64240      41.177.26.193->244.3.160.248      
31.666060      41.177.26.193      244.3.160.248      16296      1628      64240      41.177.26.193->244.3.160.248      
31.667646      41.177.26.193      244.3.160.248      39222      1628      64240      41.177.26.193->244.3.160.248      
31.667719      41.177.26.193      244.3.160.248      39222      1628      64240      41.177.26.193->244.3.160.248      
31.668086      41.177.26.193      244.3.160.248      17756      1628      64240      41.177.26.193->244.3.160.248      
31.668127      41.177.26.193      244.3.160.248      19216      1628      64240      41.177.26.193->244.3.160.248      
31.668147      41.177.26.193      244.3.160.248      20676      1628      64240      41.177.26.193->244.3.160.248      
31.668176      41.177.26.193      244.3.160.248      22136      1628      64240      41.177.26.193->244.3.160.248      
31.668213      41.177.26.193      244.3.160.248      23596      1628      64240      41.177.26.193->244.3.160.248      
31.668235      41.177.26.193      244.3.160.248      25056      1628      64240      41.177.26.193->244.3.160.248      
31.668262      41.177.26.193      244.3.160.248      26516      1628      64240      41.177.26.193->244.3.160.248      
31.668294      41.177.26.193      244.3.160.248      27976      1628      64240      41.177.26.193->244.3.160.248      
31.668315      41.177.26.193      244.3.160.248      29436      1628      64240      41.177.26.193->244.3.160.248      
31.668873      41.177.26.193      244.3.160.248      30896      1628      64240      41.177.26.193->244.3.160.248      
31.674346      41.177.26.193      244.3.160.248      815      3554      64240      41.177.26.193->244.3.160.248      
31.675214      41.177.26.193      244.3.160.248      31840      1629      64240      41.177.26.193->244.3.160.248      
31.675347      41.177.26.193      244.3.160.248      31840      1629      64240      41.177.26.193->244.3.160.248      
31.718157      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.719285      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.719308      41.177.26.193      244.3.160.248      1      1635      64240      41.177.26.193->244.3.160.248      
31.722710      41.177.26.193      244.3.160.248      1      1635      64240      41.177.26.193->244.3.160.248      
31.722843      41.177.26.193      244.3.160.248      234      1635      64240      41.177.26.193->244.3.160.248      
31.722867      41.177.26.193      244.3.160.248      1694      1635      64240      41.177.26.193->244.3.160.248      
31.722872      41.177.26.193      244.3.160.248      3154      1635      64240      41.177.26.193->244.3.160.248      
31.723679      41.177.26.193      244.3.160.248      4050      1636      64240      41.177.26.193->244.3.160.248      
31.723748      41.177.26.193      244.3.160.248      4050      1636      64240      41.177.26.193->244.3.160.248      
31.751098      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.751960      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.751991      41.177.26.193      244.3.160.248      1      1625      64240      41.177.26.193->244.3.160.248      
31.754432      41.177.26.193      244.3.160.248      1      1625      64240      41.177.26.193->244.3.160.248      
31.754567      41.177.26.193      244.3.160.248      236      1625      64240      41.177.26.193->244.3.160.248      
31.754587      41.177.26.193      244.3.160.248      1696      1625      64240      41.177.26.193->244.3.160.248      
31.755004      41.177.26.193      244.3.160.248      3156      1625      64240      41.177.26.193->244.3.160.248      
31.755024      41.177.26.193      244.3.160.248      4616      1625      64240      41.177.26.193->244.3.160.248      
31.755183      41.177.26.193      244.3.160.248      6076      1625      64240      41.177.26.193->244.3.160.248      
31.755204      41.177.26.193      244.3.160.248      7536      1625      64240      41.177.26.193->244.3.160.248      
31.755681      41.177.26.193      244.3.160.248      8996      1625      64240      41.177.26.193->244.3.160.248      
31.755716      41.177.26.193      244.3.160.248      10456      1625      64240      41.177.26.193->244.3.160.248      
31.756572      41.177.26.193      244.3.160.248      11495      1626      64240      41.177.26.193->244.3.160.248      
31.756632      41.177.26.193      244.3.160.248      11495      1626      64240      41.177.26.193->244.3.160.248      
31.787022      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.788333      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.788338      41.177.26.193      244.3.160.248      1      1626      62615      41.177.26.193->244.3.160.248      
31.794758      41.177.26.193      244.3.160.248      1      1626      64240      41.177.26.193->244.3.160.248      
31.797674      41.177.26.193      244.3.160.248      1      1626      64240      41.177.26.193->244.3.160.248      
31.797738      41.177.26.193      244.3.160.248      220      1626      64240      41.177.26.193->244.3.160.248      
31.803167      41.177.26.193      244.3.160.248      1141      1627      64240      41.177.26.193->244.3.160.248      
31.803206      41.177.26.193      244.3.160.248      1141      1627      64240      41.177.26.193->244.3.160.248      
31.803624      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.804555      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.804559      41.177.26.193      244.3.160.248      1      1623      62618      41.177.26.193->244.3.160.248      
31.804779      41.177.26.193      244.3.160.248      1      1623      64240      41.177.26.193->244.3.160.248      
31.805956      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.806137      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
31.806893      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.806925      41.177.26.193      244.3.160.248      1      1630      64240      41.177.26.193->244.3.160.248      
31.807126      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
31.807152      41.177.26.193      244.3.160.248      1      1634      64240      41.177.26.193->244.3.160.248      
31.807556      41.177.26.193      244.3.160.248      1      1623      64240      41.177.26.193->244.3.160.248      
31.807628      41.177.26.193      244.3.160.248      220      1623      64240      41.177.26.193->244.3.160.248      
31.809002      41.177.26.193      244.3.160.248      1174      1624      64240      41.177.26.193->244.3.160.248      
31.809064      41.177.26.193      244.3.160.248      1174      1624      64240      41.177.26.193->244.3.160.248      
31.809844      41.177.26.193      244.3.160.248      1      1634      64240      41.177.26.193->244.3.160.248      
31.809983      41.177.26.193      244.3.160.248      223      1634      64240      41.177.26.193->244.3.160.248      
31.810004      41.177.26.193      244.3.160.248      1683      1634      64240      41.177.26.193->244.3.160.248      
31.810532      41.177.26.193      244.3.160.248      1      1630      64240      41.177.26.193->244.3.160.248      
31.810593      41.177.26.193      244.3.160.248      220      1630      64240      41.177.26.193->244.3.160.248      
31.810740      41.177.26.193      244.3.160.248      3143      1634      64240      41.177.26.193->244.3.160.248      
31.810763      41.177.26.193      244.3.160.248      4603      1634      64240      41.177.26.193->244.3.160.248      
31.810787      41.177.26.193      244.3.160.248      6063      1634      64240      41.177.26.193->244.3.160.248      
31.810807      41.177.26.193      244.3.160.248      7523      1634      64240      41.177.26.193->244.3.160.248      
31.811762      41.177.26.193      244.3.160.248      874      1631      64240      41.177.26.193->244.3.160.248      
31.811874      41.177.26.193      244.3.160.248      8983      1634      64240      41.177.26.193->244.3.160.248      
31.811901      41.177.26.193      244.3.160.248      10443      1634      64240      41.177.26.193->244.3.160.248      
31.811922      41.177.26.193      244.3.160.248      11903      1634      64240      41.177.26.193->244.3.160.248      
31.811952      41.177.26.193      244.3.160.248      13363      1634      64240      41.177.26.193->244.3.160.248      
31.811957      41.177.26.193      244.3.160.248      874      1631      64240      41.177.26.193->244.3.160.248      
31.811981      41.177.26.193      244.3.160.248      14823      1634      64240      41.177.26.193->244.3.160.248      
31.812009      41.177.26.193      244.3.160.248      16283      1634      64240      41.177.26.193->244.3.160.248      
31.812936      41.177.26.193      244.3.160.248      17743      1634      64240      41.177.26.193->244.3.160.248      
31.812970      41.177.26.193      244.3.160.248      19203      1634      64240      41.177.26.193->244.3.160.248      
31.813000      41.177.26.193      244.3.160.248      20663      1634      64240      41.177.26.193->244.3.160.248      
31.813029      41.177.26.193      244.3.160.248      22123      1634      64240      41.177.26.193->244.3.160.248      
31.813072      41.177.26.193      244.3.160.248      23583      1634      64240      41.177.26.193->244.3.160.248      
31.813093      41.177.26.193      244.3.160.248      25043      1634      64240      41.177.26.193->244.3.160.248      
31.813137      41.177.26.193      244.3.160.248      26503      1634      64240      41.177.26.193->244.3.160.248      
31.813168      41.177.26.193      244.3.160.248      27963      1634      64240      41.177.26.193->244.3.160.248      
31.813189      41.177.26.193      244.3.160.248      29423      1634      64240      41.177.26.193->244.3.160.248      
31.814011      41.177.26.193      244.3.160.248      30883      1634      64240      41.177.26.193->244.3.160.248      
31.814016      41.177.26.193      244.3.160.248      32343      1634      64240      41.177.26.193->244.3.160.248      
31.817014      41.177.26.193      244.3.160.248      33573      1635      64240      41.177.26.193->244.3.160.248      
31.817078      41.177.26.193      244.3.160.248      33573      1635      64240      41.177.26.193->244.3.160.248      
32.663557      41.177.26.193      244.3.160.248      815      3554      64240      41.177.26.193->244.3.160.248      
32.663577      41.177.26.193      244.3.160.248      2275      3554      64240      41.177.26.193->244.3.160.248      
32.663600      41.177.26.193      244.3.160.248      3735      3554      64240      41.177.26.193->244.3.160.248      
32.663621      41.177.26.193      244.3.160.248      5195      3554      64240      41.177.26.193->244.3.160.248      
32.664282      41.177.26.193      244.3.160.248      6655      3554      64240      41.177.26.193->244.3.160.248      
32.664304      41.177.26.193      244.3.160.248      8115      3554      64240      41.177.26.193->244.3.160.248      
32.665031      41.177.26.193      244.3.160.248      9575      3554      64240      41.177.26.193->244.3.160.248      
32.665051      41.177.26.193      244.3.160.248      11035      3554      64240      41.177.26.193->244.3.160.248      
32.665081      41.177.26.193      244.3.160.248      12495      3554      64240      41.177.26.193->244.3.160.248      
32.665584      41.177.26.193      244.3.160.248      13955      3554      64240      41.177.26.193->244.3.160.248      
32.665604      41.177.26.193      244.3.160.248      15415      3554      64240      41.177.26.193->244.3.160.248      
32.665633      41.177.26.193      244.3.160.248      16875      3554      64240      41.177.26.193->244.3.160.248      
32.666642      41.177.26.193      244.3.160.248      18335      3554      64240      41.177.26.193->244.3.160.248      
32.666676      41.177.26.193      244.3.160.248      19795      3554      64240      41.177.26.193->244.3.160.248      
32.666703      41.177.26.193      244.3.160.248      21255      3554      64240      41.177.26.193->244.3.160.248      
32.666723      41.177.26.193      244.3.160.248      22715      3554      64240      41.177.26.193->244.3.160.248      
32.666756      41.177.26.193      244.3.160.248      24175      3554      64240      41.177.26.193->244.3.160.248      
32.666789      41.177.26.193      244.3.160.248      25635      3554      64240      41.177.26.193->244.3.160.248      
32.666810      41.177.26.193      244.3.160.248      27095      3554      64240      41.177.26.193->244.3.160.248      
32.666844      41.177.26.193      244.3.160.248      28555      3554      64240      41.177.26.193->244.3.160.248      
32.666864      41.177.26.193      244.3.160.248      30015      3554      64240      41.177.26.193->244.3.160.248      
32.667505      41.177.26.193      244.3.160.248      31475      3554      64240      41.177.26.193->244.3.160.248      
32.667532      41.177.26.193      244.3.160.248      32935      3554      64240      41.177.26.193->244.3.160.248      
32.667552      41.177.26.193      244.3.160.248      34395      3554      64240      41.177.26.193->244.3.160.248      
32.668394      41.177.26.193      244.3.160.248      35855      3554      64240      41.177.26.193->244.3.160.248      
32.668422      41.177.26.193      244.3.160.248      37315      3554      64240      41.177.26.193->244.3.160.248      
32.668443      41.177.26.193      244.3.160.248      38775      3554      64240      41.177.26.193->244.3.160.248      
32.668478      41.177.26.193      244.3.160.248      40235      3554      64240      41.177.26.193->244.3.160.248      
32.668500      41.177.26.193      244.3.160.248      41695      3554      64240      41.177.26.193->244.3.160.248      
32.668528      41.177.26.193      244.3.160.248      43155      3554      64240      41.177.26.193->244.3.160.248      
32.668788      41.177.26.193      244.3.160.248      44615      3554      64240      41.177.26.193->244.3.160.248      
32.668809      41.177.26.193      244.3.160.248      46075      3554      64240      41.177.26.193->244.3.160.248      
32.668837      41.177.26.193      244.3.160.248      47535      3554      64240      41.177.26.193->244.3.160.248      
32.668921      41.177.26.193      244.3.160.248      48995      3554      64240      41.177.26.193->244.3.160.248      
32.668956      41.177.26.193      244.3.160.248      50455      3554      64240      41.177.26.193->244.3.160.248      
32.668985      41.177.26.193      244.3.160.248      51915      3554      64240      41.177.26.193->244.3.160.248      
32.669018      41.177.26.193      244.3.160.248      53375      3554      64240      41.177.26.193->244.3.160.248      
32.669046      41.177.26.193      244.3.160.248      54835      3554      64240      41.177.26.193->244.3.160.248      
32.669081      41.177.26.193      244.3.160.248      56295      3554      64240      41.177.26.193->244.3.160.248      
32.672008      41.177.26.193      244.3.160.248      57755      3554      64240      41.177.26.193->244.3.160.248      
32.672012      41.177.26.193      244.3.160.248      59215      3554      64240      41.177.26.193->244.3.160.248      
35.627197      41.177.26.193      244.3.160.248      82156      4119      64240      41.177.26.193->244.3.160.248      
37.201796      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
37.202781      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
37.202786      41.177.26.193      244.3.160.248      1      1633      62608      41.177.26.193->244.3.160.248      
37.204946      41.177.26.193      244.3.160.248      1      1633      64240      41.177.26.193->244.3.160.248      
37.207719      41.177.26.193      244.3.160.248      1      1633      64240      41.177.26.193->244.3.160.248      
37.207853      41.177.26.193      244.3.160.248      223      1633      64240      41.177.26.193->244.3.160.248      
37.207882      41.177.26.193      244.3.160.248      1683      1633      64240      41.177.26.193->244.3.160.248      
37.208260      41.177.26.193      244.3.160.248      3143      1633      64240      41.177.26.193->244.3.160.248      
37.208281      41.177.26.193      244.3.160.248      4603      1633      64240      41.177.26.193->244.3.160.248      
37.208590      41.177.26.193      244.3.160.248      6063      1633      64240      41.177.26.193->244.3.160.248      
37.208610      41.177.26.193      244.3.160.248      7523      1633      64240      41.177.26.193->244.3.160.248      
37.209020      41.177.26.193      244.3.160.248      8983      1633      64240      41.177.26.193->244.3.160.248      
37.209041      41.177.26.193      244.3.160.248      10443      1633      64240      41.177.26.193->244.3.160.248      
37.209070      41.177.26.193      244.3.160.248      11903      1633      64240      41.177.26.193->244.3.160.248      
37.209424      41.177.26.193      244.3.160.248      13363      1633      64240      41.177.26.193->244.3.160.248      
37.209432      41.177.26.193      244.3.160.248      14823      1633      64240      41.177.26.193->244.3.160.248      
37.209466      41.177.26.193      244.3.160.248      16283      1633      64240      41.177.26.193->244.3.160.248      
37.210166      41.177.26.193      244.3.160.248      17743      1633      64240      41.177.26.193->244.3.160.248      
37.210201      41.177.26.193      244.3.160.248      19203      1633      64240      41.177.26.193->244.3.160.248      
37.210227      41.177.26.193      244.3.160.248      20663      1633      64240      41.177.26.193->244.3.160.248      
