ts            src                des             seq      ack      check(win)      direction         
100.670914      41.177.26.193      244.3.160.248      16283      1633      64240      41.177.26.193->244.3.160.248      
100.671296      41.177.26.193      244.3.160.248      17743      1633      64240      41.177.26.193->244.3.160.248      
100.671325      41.177.26.193      244.3.160.248      19203      1633      64240      41.177.26.193->244.3.160.248      
100.671356      41.177.26.193      244.3.160.248      20663      1633      64240      41.177.26.193->244.3.160.248      
100.671387      41.177.26.193      244.3.160.248      22123      1633      64240      41.177.26.193->244.3.160.248      
100.671421      41.177.26.193      244.3.160.248      23583      1633      64240      41.177.26.193->244.3.160.248      
100.671442      41.177.26.193      244.3.160.248      25043      1633      64240      41.177.26.193->244.3.160.248      
100.671704      41.177.26.193      244.3.160.248      26503      1633      64240      41.177.26.193->244.3.160.248      
100.671725      41.177.26.193      244.3.160.248      27963      1633      64240      41.177.26.193->244.3.160.248      
100.671753      41.177.26.193      244.3.160.248      29423      1633      64240      41.177.26.193->244.3.160.248      
100.672521      41.177.26.193      244.3.160.248      30883      1633      64240      41.177.26.193->244.3.160.248      
100.672542      41.177.26.193      244.3.160.248      32343      1633      64240      41.177.26.193->244.3.160.248      
100.672547      41.177.26.193      244.3.160.248      33803      1633      64240      41.177.26.193->244.3.160.248      
100.677218      41.177.26.193      244.3.160.248      33894      1634      64240      41.177.26.193->244.3.160.248      
100.677302      41.177.26.193      244.3.160.248      33894      1634      64240      41.177.26.193->244.3.160.248      
103.996907      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
103.997934      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
103.997962      41.177.26.193      244.3.160.248      1      2101      64240      41.177.26.193->244.3.160.248      
104.021808      41.177.26.193      244.3.160.248      1      2101      64240      41.177.26.193->244.3.160.248      
104.022814      41.177.26.193      244.3.160.248      457      2102      64240      41.177.26.193->244.3.160.248      
104.022873      41.177.26.193      244.3.160.248      457      2102      64240      41.177.26.193->244.3.160.248      
104.423348      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
104.424277      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
104.424282      41.177.26.193      244.3.160.248      1      1729      62512      41.177.26.193->244.3.160.248      
104.425794      41.177.26.193      244.3.160.248      1      1729      64240      41.177.26.193->244.3.160.248      
104.439269      41.177.26.193      244.3.160.248      1      1729      64240      41.177.26.193->244.3.160.248      
104.440376      41.177.26.193      244.3.160.248      423      1730      64240      41.177.26.193->244.3.160.248      
104.440439      41.177.26.193      244.3.160.248      423      1730      64240      41.177.26.193->244.3.160.248      
104.515446      41.177.26.193      244.3.160.248      0      1      64240      41.177.26.193->244.3.160.248      
104.516401      41.177.26.193      244.3.160.248      1      1461      62780      41.177.26.193->244.3.160.248      
104.516406      41.177.26.193      244.3.160.248      1      1803      62438      41.177.26.193->244.3.160.248      
104.525766      41.177.26.193      244.3.160.248      1      1803      64240      41.177.26.193->244.3.160.248      
105.375846      41.177.26.193      244.3.160.248      1      1803      64240      41.177.26.193->244.3.160.248      
105.375885      41.177.26.193      244.3.160.248      1461      1803      64240      41.177.26.193->244.3.160.248      
105.375889      41.177.26.193      244.3.160.248      2921      1803      64240      41.177.26.193->244.3.160.248      
105.376721      41.177.26.193      244.3.160.248      4381      1803      64240      41.177.26.193->244.3.160.248      
105.376742      41.177.26.193      244.3.160.248      5841      1803      64240      41.177.26.193->244.3.160.248      
105.377204      41.177.26.193      244.3.160.248      7301      1803      64240      41.177.26.193->244.3.160.248      
105.377234      41.177.26.193      244.3.160.248      8761      1803      64240      41.177.26.193->244.3.160.248      
105.378634      41.177.26.193      244.3.160.248      10221      1803      64240      41.177.26.193->244.3.160.248      
105.378678      41.177.26.193      244.3.160.248      11681      1803      64240      41.177.26.193->244.3.160.248      
105.378690      41.177.26.193      244.3.160.248      13141      1803      64240      41.177.26.193->244.3.160.248      
105.378995      41.177.26.193      244.3.160.248      14601      1803      64240      41.177.26.193->244.3.160.248      
105.379024      41.177.26.193      244.3.160.248      16061      1803      64240      41.177.26.193->244.3.160.248      
105.379059      41.177.26.193      244.3.160.248      17521      1803      64240      41.177.26.193->244.3.160.248      
105.380031      41.177.26.193      244.3.160.248      18981      1803      64240      41.177.26.193->244.3.160.248      
105.380062      41.177.26.193      244.3.160.248      20441      1803      64240      41.177.26.193->244.3.160.248      
105.380092      41.177.26.193      244.3.160.248      21901      1803      64240      41.177.26.193->244.3.160.248      
105.380125      41.177.26.193      244.3.160.248      23361      1803      64240      41.177.26.193->244.3.160.248      
105.380155      41.177.26.193      244.3.160.248      24821      1803      64240      41.177.26.193->244.3.160.248      
105.380186      41.177.26.193      244.3.160.248      26281      1803      64240      41.177.26.193->244.3.160.248      
105.380217      41.177.26.193      244.3.160.248      27741      1803      64240      41.177.26.193->244.3.160.248      
105.380249      41.177.26.193      244.3.160.248      29201      1803      64240      41.177.26.193->244.3.160.248      
105.380279      41.177.26.193      244.3.160.248      30661      1803      64240      41.177.26.193->244.3.160.248      
105.380921      41.177.26.193      244.3.160.248      32121      1803      64240      41.177.26.193->244.3.160.248      
105.380949      41.177.26.193      244.3.160.248      33581      1803      64240      41.177.26.193->244.3.160.248      
105.380981      41.177.26.193      244.3.160.248      35041      1803      64240      41.177.26.193->244.3.160.248      
105.381146      41.177.26.193      244.3.160.248      36501      1803      64240      41.177.26.193->244.3.160.248      
105.381176      41.177.26.193      244.3.160.248      37961      1803      64240      41.177.26.193->244.3.160.248      
105.381212      41.177.26.193      244.3.160.248      39421      1803      64240      41.177.26.193->244.3.160.248      
105.381544      41.177.26.193      244.3.160.248      40881      1803      64240      41.177.26.193->244.3.160.248      
105.381579      41.177.26.193      244.3.160.248      42341      1803      64240      41.177.26.193->244.3.160.248      
105.381610      41.177.26.193      244.3.160.248      43801      1803      64240      41.177.26.193->244.3.160.248      
105.381642      41.177.26.193      244.3.160.248      45261      1803      64240      41.177.26.193->244.3.160.248      
105.381679      41.177.26.193      244.3.160.248      46721      1803      64240      41.177.26.193->244.3.160.248      
105.381700      41.177.26.193      244.3.160.248      48181      1803      64240      41.177.26.193->244.3.160.248      
105.398249      41.177.26.193      244.3.160.248      49641      1803      64240      41.177.26.193->244.3.160.248      
105.398281      41.177.26.193      244.3.160.248      51101      1803      64240      41.177.26.193->244.3.160.248      
105.398312      41.177.26.193      244.3.160.248      52561      1803      64240      41.177.26.193->244.3.160.248      
105.398341      41.177.26.193      244.3.160.248      54021      1803      64240      41.177.26.193->244.3.160.248      
105.398378      41.177.26.193      244.3.160.248      55481      1803      64240      41.177.26.193->244.3.160.248      
105.398404      41.177.26.193      244.3.160.248      56941      1803      64240      41.177.26.193->244.3.160.248      
105.398425      41.177.26.193      244.3.160.248      58401      1803      64240      41.177.26.193->244.3.160.248      
105.398461      41.177.26.193      244.3.160.248      59861      1803      64240      41.177.26.193->244.3.160.248      
105.398487      41.177.26.193      244.3.160.248      61321      1803      64240      41.177.26.193->244.3.160.248      
105.398508      41.177.26.193      244.3.160.248      62781      1803      64240      41.177.26.193->244.3.160.248      
105.398541      41.177.26.193      244.3.160.248      64241      1803      64240      41.177.26.193->244.3.160.248      
105.398562      41.177.26.193      244.3.160.248      65701      1803      64240      41.177.26.193->244.3.160.248      
105.398589      41.177.26.193      244.3.160.248      67161      1803      64240      41.177.26.193->244.3.160.248      
105.398624      41.177.26.193      244.3.160.248      68621      1803      64240      41.177.26.193->244.3.160.248      
105.398653      41.177.26.193      244.3.160.248      70081      1803      64240      41.177.26.193->244.3.160.248      
105.398680      41.177.26.193      244.3.160.248      71541      1803      64240      41.177.26.193->244.3.160.248      
105.398701      41.177.26.193      244.3.160.248      73001      1803      64240      41.177.26.193->244.3.160.248      
105.418261      41.177.26.193      244.3.160.248      74461      1803      64240      41.177.26.193->244.3.160.248      
105.418284      41.177.26.193      244.3.160.248      75921      1803      64240      41.177.26.193->244.3.160.248      
105.418313      41.177.26.193      244.3.160.248      77381      1803      64240      41.177.26.193->244.3.160.248      
105.418341      41.177.26.193      244.3.160.248      78841      1803      64240      41.177.26.193->244.3.160.248      
105.418369      41.177.26.193      244.3.160.248      80301      1803      64240      41.177.26.193->244.3.160.248      
105.418402      41.177.26.193      244.3.160.248      81761      1803      64240      41.177.26.193->244.3.160.248      
105.418428      41.177.26.193      244.3.160.248      83221      1803      64240      41.177.26.193->244.3.160.248      
105.418454      41.177.26.193      244.3.160.248      84681      1803      64240      41.177.26.193->244.3.160.248      
105.418480      41.177.26.193      244.3.160.248      86141      1803      64240      41.177.26.193->244.3.160.248      
105.418501      41.177.26.193      244.3.160.248      87601      1803      64240      41.177.26.193->244.3.160.248      
105.418533      41.177.26.193      244.3.160.248      89061      1803      64240      41.177.26.193->244.3.160.248      
105.418561      41.177.26.193      244.3.160.248      90521      1803      64240      41.177.26.193->244.3.160.248      
105.418589      41.177.26.193      244.3.160.248      91981      1803      64240      41.177.26.193->244.3.160.248      
105.418613      41.177.26.193      244.3.160.248      93441      1803      64240      41.177.26.193->244.3.160.248      
105.418639      41.177.26.193      244.3.160.248      94901      1803      64240      41.177.26.193->244.3.160.248      
105.418659      41.177.26.193      244.3.160.248      96361      1803      64240      41.177.26.193->244.3.160.248      
105.438256      41.177.26.193      244.3.160.248      97821      1803      64240      41.177.26.193->244.3.160.248      
107.888319      41.177.26.193      244.3.160.248      99281      1803      64240      41.177.26.193->244.3.160.248      
107.888348      41.177.26.193      244.3.160.248      100741      1803      64240      41.177.26.193->244.3.160.248      
107.888375      41.177.26.193      244.3.160.248      102201      1803      64240      41.177.26.193->244.3.160.248      
107.888403      41.177.26.193      244.3.160.248      103661      1803      64240      41.177.26.193->244.3.160.248      
107.888430      41.177.26.193      244.3.160.248      105121      1803      64240      41.177.26.193->244.3.160.248      
107.888457      41.177.26.193      244.3.160.248      106581      1803      64240      41.177.26.193->244.3.160.248      
107.888482      41.177.26.193      244.3.160.248      108041      1803      64240      41.177.26.193->244.3.160.248      
107.888507      41.177.26.193      244.3.160.248      109501      1803      64240      41.177.26.193->244.3.160.248      
107.888533      41.177.26.193      244.3.160.248      110961      1803      64240      41.177.26.193->244.3.160.248      
107.888558      41.177.26.193      244.3.160.248      112421      1803      64240      41.177.26.193->244.3.160.248      
107.888580      41.177.26.193      244.3.160.248      113881      1803      64240      41.177.26.193->244.3.160.248      
107.888605      41.177.26.193      244.3.160.248      115341      1803      64240      41.177.26.193->244.3.160.248      
107.888628      41.177.26.193      244.3.160.248      116801      1803      64240      41.177.26.193->244.3.160.248      
107.888654      41.177.26.193      244.3.160.248      118261      1803      64240      41.177.26.193->244.3.160.248      
107.888681      41.177.26.193      244.3.160.248      119721      1803      64240      41.177.26.193->244.3.160.248      
107.888706      41.177.26.193      244.3.160.248      121181      1803      64240      41.177.26.193->244.3.160.248      
107.888726      41.177.26.193      244.3.160.248      122641      1803      64240      41.177.26.193->244.3.160.248      
107.889129      41.177.26.193      244.3.160.248      124101      1803      64240      41.177.26.193->244.3.160.248      
107.889163      41.177.26.193      244.3.160.248      125561      1803      64240      41.177.26.193->244.3.160.248      
107.895995      41.177.26.193      244.3.160.248      127021      1803      64240      41.177.26.193->244.3.160.248      
107.896031      41.177.26.193      244.3.160.248      128481      1803      64240      41.177.26.193->244.3.160.248      
107.896056      41.177.26.193      244.3.160.248      129941      1803      64240      41.177.26.193->244.3.160.248      
107.896083      41.177.26.193      244.3.160.248      131401      1803      64240      41.177.26.193->244.3.160.248      
107.896106      41.177.26.193      244.3.160.248      132861      1803      64240      41.177.26.193->244.3.160.248      
107.896132      41.177.26.193      244.3.160.248      134321      1803      64240      41.177.26.193->244.3.160.248      
107.896156      41.177.26.193      244.3.160.248      135781      1803      64240      41.177.26.193->244.3.160.248      
107.896177      41.177.26.193      244.3.160.248      137241      1803      64240      41.177.26.193->244.3.160.248      
107.896205      41.177.26.193      244.3.160.248      138701      1803      64240      41.177.26.193->244.3.160.248      
107.896234      41.177.26.193      244.3.160.248      140161      1803      64240      41.177.26.193->244.3.160.248      
107.896274      41.177.26.193      244.3.160.248      141621      1803      64240      41.177.26.193->244.3.160.248      
107.896285      41.177.26.193      244.3.160.248      143081      1803      64240      41.177.26.193->244.3.160.248      
107.903309      41.177.26.193      244.3.160.248      144541      1803      64240      41.177.26.193->244.3.160.248      
107.903332      41.177.26.193      244.3.160.248      146001      1803      64240      41.177.26.193->244.3.160.248      
107.903355      41.177.26.193      244.3.160.248      147461      1803      64240      41.177.26.193->244.3.160.248      
107.903376      41.177.26.193      244.3.160.248      148921      1803      64240      41.177.26.193->244.3.160.248      
107.903398      41.177.26.193      244.3.160.248      150381      1803      64240      41.177.26.193->244.3.160.248      
107.903417      41.177.26.193      244.3.160.248      151841      1803      64240      41.177.26.193->244.3.160.248      
107.903624      41.177.26.193      244.3.160.248      153301      1803      64240      41.177.26.193->244.3.160.248      
107.903645      41.177.26.193      244.3.160.248      154761      1803      64240      41.177.26.193->244.3.160.248      
107.903672      41.177.26.193      244.3.160.248      156221      1803      64240      41.177.26.193->244.3.160.248      
107.903701      41.177.26.193      244.3.160.248      157681      1803      64240      41.177.26.193->244.3.160.248      
107.903734      41.177.26.193      244.3.160.248      159141      1803      64240      41.177.26.193->244.3.160.248      
107.903755      41.177.26.193      244.3.160.248      160601      1803      64240      41.177.26.193->244.3.160.248      
107.918318      41.177.26.193      244.3.160.248      162061      1803      64240      41.177.26.193->244.3.160.248      
107.918339      41.177.26.193      244.3.160.248      163521      1803      64240      41.177.26.193->244.3.160.248      
107.918371      41.177.26.193      244.3.160.248      164981      1803      64240      41.177.26.193->244.3.160.248      
107.918397      41.177.26.193      244.3.160.248      166441      1803      64240      41.177.26.193->244.3.160.248      
107.918424      41.177.26.193      244.3.160.248      167901      1803      64240      41.177.26.193->244.3.160.248      
107.918444      41.177.26.193      244.3.160.248      169361      1803      64240      41.177.26.193->244.3.160.248      
107.918749      41.177.26.193      244.3.160.248      170821      1803      64240      41.177.26.193->244.3.160.248      
107.918776      41.177.26.193      244.3.160.248      172281      1803      64240      41.177.26.193->244.3.160.248      
107.918797      41.177.26.193      244.3.160.248      173741      1803      64240      41.177.26.193->244.3.160.248      
107.918830      41.177.26.193      244.3.160.248      175201      1803      64240      41.177.26.193->244.3.160.248      
107.918851      41.177.26.193      244.3.160.248      176661      1803      64240      41.177.26.193->244.3.160.248      
107.918886      41.177.26.193      244.3.160.248      178121      1803      64240      41.177.26.193->244.3.160.248      
107.918912      41.177.26.193      244.3.160.248      179581      1803      64240      41.177.26.193->244.3.160.248      
107.918940      41.177.26.193      244.3.160.248      181041      1803      64240      41.177.26.193->244.3.160.248      
107.918965      41.177.26.193      244.3.160.248      182501      1803      64240      41.177.26.193->244.3.160.248      
107.918986      41.177.26.193      244.3.160.248      183961      1803      64240      41.177.26.193->244.3.160.248      
107.938269      41.177.26.193      244.3.160.248      185421      1803      64240      41.177.26.193->244.3.160.248      
107.938313      41.177.26.193      244.3.160.248      186881      1803      64240      41.177.26.193->244.3.160.248      
107.938333      41.177.26.193      244.3.160.248      188341      1803      64240      41.177.26.193->244.3.160.248      
107.938365      41.177.26.193      244.3.160.248      189801      1803      64240      41.177.26.193->244.3.160.248      
107.938395      41.177.26.193      244.3.160.248      191261      1803      64240      41.177.26.193->244.3.160.248      
107.938423      41.177.26.193      244.3.160.248      192721      1803      64240      41.177.26.193->244.3.160.248      
107.938457      41.177.26.193      244.3.160.248      194181      1803      64240      41.177.26.193->244.3.160.248      
107.938477      41.177.26.193      244.3.160.248      195641      1803      64240      41.177.26.193->244.3.160.248      
107.938513      41.177.26.193      244.3.160.248      197101      1803      64240      41.177.26.193->244.3.160.248      
107.938541      41.177.26.193      244.3.160.248      198561      1803      64240      41.177.26.193->244.3.160.248      
107.938563      41.177.26.193      244.3.160.248      200021      1803      64240      41.177.26.193->244.3.160.248      
107.938584      41.177.26.193      244.3.160.248      201481      1803      64240      41.177.26.193->244.3.160.248      
107.938618      41.177.26.193      244.3.160.248      202941      1803      64240      41.177.26.193->244.3.160.248      
107.938644      41.177.26.193      244.3.160.248      204401      1803      64240      41.177.26.193->244.3.160.248      
107.938668      41.177.26.193      244.3.160.248      205861      1803      64240      41.177.26.193->244.3.160.248      
107.938688      41.177.26.193      244.3.160.248      207321      1803      64240      41.177.26.193->244.3.160.248      
107.941156      41.177.26.193      244.3.160.248      208781      1803      64240      41.177.26.193->244.3.160.248      
107.941177      41.177.26.193      244.3.160.248      210241      1803      64240      41.177.26.193->244.3.160.248      
107.941212      41.177.26.193      244.3.160.248      211701      1803      64240      41.177.26.193->244.3.160.248      
107.941239      41.177.26.193      244.3.160.248      213161      1803      64240      41.177.26.193->244.3.160.248      
107.941261      41.177.26.193      244.3.160.248      214621      1803      64240      41.177.26.193->244.3.160.248      
107.941287      41.177.26.193      244.3.160.248      216081      1803      64240      41.177.26.193->244.3.160.248      
107.949427      41.177.26.193      244.3.160.248      150      1702      64240      41.177.26.193->244.3.160.248      
107.949911      41.177.26.193      244.3.160.248      217541      1803      64240      41.177.26.193->244.3.160.248      
107.949937      41.177.26.193      244.3.160.248      219001      1803      64240      41.177.26.193->244.3.160.248      
107.949965      41.177.26.193      244.3.160.248      220461      1803      64240      41.177.26.193->244.3.160.248      
107.949986      41.177.26.193      244.3.160.248      221921      1803      64240      41.177.26.193->244.3.160.248      
107.950020      41.177.26.193      244.3.160.248      223381      1803      64240      41.177.26.193->244.3.160.248      
107.950041      41.177.26.193      244.3.160.248      224841      1803      64240      41.177.26.193->244.3.160.248      
107.950069      41.177.26.193      244.3.160.248      226301      1803      64240      41.177.26.193->244.3.160.248      
107.950106      41.177.26.193      244.3.160.248      227761      1803      64240      41.177.26.193->244.3.160.248      
107.950132      41.177.26.193      244.3.160.248      229221      1803      64240      41.177.26.193->244.3.160.248      
107.950158      41.177.26.193      244.3.160.248      230681      1803      64240      41.177.26.193->244.3.160.248      
107.950179      41.177.26.193      244.3.160.248      232141      1803      64240      41.177.26.193->244.3.160.248      
107.950207      41.177.26.193      244.3.160.248      233601      1803      64240      41.177.26.193->244.3.160.248      
107.956542      41.177.26.193      244.3.160.248      235061      1803      64240      41.177.26.193->244.3.160.248      
107.956574      41.177.26.193      244.3.160.248      236521      1803      64240      41.177.26.193->244.3.160.248      
107.956607      41.177.26.193      244.3.160.248      237981      1803      64240      41.177.26.193->244.3.160.248      
107.956638      41.177.26.193      244.3.160.248      239441      1803      64240      41.177.26.193->244.3.160.248      
107.956668      41.177.26.193      244.3.160.248      240901      1803      64240      41.177.26.193->244.3.160.248      
107.956701      41.177.26.193      244.3.160.248      242361      1803      64240      41.177.26.193->244.3.160.248      
107.968295      41.177.26.193      244.3.160.248      243821      1803      64240      41.177.26.193->244.3.160.248      
107.968324      41.177.26.193      244.3.160.248      245281      1803      64240      41.177.26.193->244.3.160.248      
107.968356      41.177.26.193      244.3.160.248      246741      1803      64240      41.177.26.193->244.3.160.248      
107.968389      41.177.26.193      244.3.160.248      248201      1803      64240      41.177.26.193->244.3.160.248      
107.968420      41.177.26.193      244.3.160.248      249661      1803      64240      41.177.26.193->244.3.160.248      
107.968451      41.177.26.193      244.3.160.248      251121      1803      64240      41.177.26.193->244.3.160.248      
107.968481      41.177.26.193      244.3.160.248      252581      1803      64240      41.177.26.193->244.3.160.248      
107.968514      41.177.26.193      244.3.160.248      254041      1803      64240      41.177.26.193->244.3.160.248      
107.968553      41.177.26.193      244.3.160.248      255501      1803      64240      41.177.26.193->244.3.160.248      
107.968572      41.177.26.193      244.3.160.248      256961      1803      64240      41.177.26.193->244.3.160.248      
107.968604      41.177.26.193      244.3.160.248      258421      1803      64240      41.177.26.193->244.3.160.248      
107.968639      41.177.26.193      244.3.160.248      259881      1803      64240      41.177.26.193->244.3.160.248      
107.968670      41.177.26.193      244.3.160.248      261341      1803      64240      41.177.26.193->244.3.160.248      
107.968702      41.177.26.193      244.3.160.248      262801      1803      64240      41.177.26.193->244.3.160.248      
107.968737      41.177.26.193      244.3.160.248      264261      1803      64240      41.177.26.193->244.3.160.248      
107.968758      41.177.26.193      244.3.160.248      265721      1803      64240      41.177.26.193->244.3.160.248      
107.985502      41.177.26.193      244.3.160.248      267181      1803      64240      41.177.26.193->244.3.160.248      
107.985530      41.177.26.193      244.3.160.248      268641      1803      64240      41.177.26.193->244.3.160.248      
107.985562      41.177.26.193      244.3.160.248      270101      1803      64240      41.177.26.193->244.3.160.248      
107.985592      41.177.26.193      244.3.160.248      271561      1803      64240      41.177.26.193->244.3.160.248      
107.985624      41.177.26.193      244.3.160.248      273021      1803      64240      41.177.26.193->244.3.160.248      
107.985665      41.177.26.193      244.3.160.248      274481      1803      64240      41.177.26.193->244.3.160.248      
107.990958      41.177.26.193      244.3.160.248      275941      1803      64240      41.177.26.193->244.3.160.248      
107.991000      41.177.26.193      244.3.160.248      277401      1803      64240      41.177.26.193->244.3.160.248      
107.991023      41.177.26.193      244.3.160.248      278861      1803      64240      41.177.26.193->244.3.160.248      
107.991047      41.177.26.193      244.3.160.248      280321      1803      64240      41.177.26.193->244.3.160.248      
107.991072      41.177.26.193      244.3.160.248      281781      1803      64240      41.177.26.193->244.3.160.248      
107.991092      41.177.26.193      244.3.160.248      283241      1803      64240      41.177.26.193->244.3.160.248      
107.991510      41.177.26.193      244.3.160.248      284701      1803      64240      41.177.26.193->244.3.160.248      
107.991527      41.177.26.193      244.3.160.248      286161      1803      64240      41.177.26.193->244.3.160.248      
107.991550      41.177.26.193      244.3.160.248      287621      1803      64240      41.177.26.193->244.3.160.248      
107.991574      41.177.26.193      244.3.160.248      289081      1803      64240      41.177.26.193->244.3.160.248      
107.991597      41.177.26.193      244.3.160.248      290541      1803      64240      41.177.26.193->244.3.160.248      
107.991618      41.177.26.193      244.3.160.248      292001      1803      64240      41.177.26.193->244.3.160.248      
108.008344      41.177.26.193      244.3.160.248      293461      1803      64240      41.177.26.193->244.3.160.248      
108.008377      41.177.26.193      244.3.160.248      294921      1803      64240      41.177.26.193->244.3.160.248      
108.008405      41.177.26.193      244.3.160.248      296381      1803      64240      41.177.26.193->244.3.160.248      
108.008430      41.177.26.193      244.3.160.248      297841      1803      64240      41.177.26.193->244.3.160.248      
108.008456      41.177.26.193      244.3.160.248      299301      1803      64240      41.177.26.193->244.3.160.248      
108.008476      41.177.26.193      244.3.160.248      300761      1803      64240      41.177.26.193->244.3.160.248      
108.008510      41.177.26.193      244.3.160.248      302221      1803      64240      41.177.26.193->244.3.160.248      
108.008536      41.177.26.193      244.3.160.248      303681      1803      64240      41.177.26.193->244.3.160.248      
108.008559      41.177.26.193      244.3.160.248      305141      1803      64240      41.177.26.193->244.3.160.248      
108.008582      41.177.26.193      244.3.160.248      306601      1803      64240      41.177.26.193->244.3.160.248      
108.008603      41.177.26.193      244.3.160.248      308061      1803      64240      41.177.26.193->244.3.160.248      
108.008636      41.177.26.193      244.3.160.248      309521      1803      64240      41.177.26.193->244.3.160.248      
108.008658      41.177.26.193      244.3.160.248      310981      1803      64240      41.177.26.193->244.3.160.248      
108.008684      41.177.26.193      244.3.160.248      312441      1803      64240      41.177.26.193->244.3.160.248      
108.008707      41.177.26.193      244.3.160.248      313901      1803      64240      41.177.26.193->244.3.160.248      
108.008727      41.177.26.193      244.3.160.248      315361      1803      64240      41.177.26.193->244.3.160.248      
108.028357      41.177.26.193      244.3.160.248      316821      1803      64240      41.177.26.193->244.3.160.248      
108.031070      41.177.26.193      244.3.160.248      318281      1803      64240      41.177.26.193->244.3.160.248      
108.031095      41.177.26.193      244.3.160.248      319741      1803      64240      41.177.26.193->244.3.160.248      
108.031120      41.177.26.193      244.3.160.248      321201      1803      64240      41.177.26.193->244.3.160.248      
108.031144      41.177.26.193      244.3.160.248      322661      1803      64240      41.177.26.193->244.3.160.248      
108.031164      41.177.26.193      244.3.160.248      324121      1803      64240      41.177.26.193->244.3.160.248      
108.031196      41.177.26.193      244.3.160.248      325581      1803      64240      41.177.26.193->244.3.160.248      
108.031222      41.177.26.193      244.3.160.248      327041      1803      64240      41.177.26.193->244.3.160.248      
108.031245      41.177.26.193      244.3.160.248      328501      1803      64240      41.177.26.193->244.3.160.248      
108.031268      41.177.26.193      244.3.160.248      329961      1803      64240      41.177.26.193->244.3.160.248      
108.031290      41.177.26.193      244.3.160.248      331421      1803      64240      41.177.26.193->244.3.160.248      
108.031317      41.177.26.193      244.3.160.248      332881      1803      64240      41.177.26.193->244.3.160.248      
108.031339      41.177.26.193      244.3.160.248      334341      1803      64240      41.177.26.193->244.3.160.248      
108.031363      41.177.26.193      244.3.160.248      335801      1803      64240      41.177.26.193->244.3.160.248      
108.031385      41.177.26.193      244.3.160.248      337261      1803      64240      41.177.26.193->244.3.160.248      
108.031411      41.177.26.193      244.3.160.248      338721      1803      64240      41.177.26.193->244.3.160.248      
108.031432      41.177.26.193      244.3.160.248      340181      1803      64240      41.177.26.193->244.3.160.248      
108.045585      41.177.26.193      244.3.160.248      341641      1803      64240      41.177.26.193->244.3.160.248      
108.045608      41.177.26.193      244.3.160.248      343101      1803      64240      41.177.26.193->244.3.160.248      
108.045632      41.177.26.193      244.3.160.248      344561      1803      64240      41.177.26.193->244.3.160.248      
108.045656      41.177.26.193      244.3.160.248      346021      1803      64240      41.177.26.193->244.3.160.248      
108.045678      41.177.26.193      244.3.160.248      347481      1803      64240      41.177.26.193->244.3.160.248      
108.045699      41.177.26.193      244.3.160.248      348941      1803      64240      41.177.26.193->244.3.160.248      
108.054826      41.177.26.193      244.3.160.248      350401      1803      64240      41.177.26.193->244.3.160.248      
108.054849      41.177.26.193      244.3.160.248      351861      1803      64240      41.177.26.193->244.3.160.248      
108.054874      41.177.26.193      244.3.160.248      353321      1803      64240      41.177.26.193->244.3.160.248      
108.054896      41.177.26.193      244.3.160.248      354781      1803      64240      41.177.26.193->244.3.160.248      
108.054922      41.177.26.193      244.3.160.248      356241      1803      64240      41.177.26.193->244.3.160.248      
108.054942      41.177.26.193      244.3.160.248      357701      1803      64240      41.177.26.193->244.3.160.248      
108.055527      41.177.26.193      244.3.160.248      359161      1803      64240      41.177.26.193->244.3.160.248      
108.055552      41.177.26.193      244.3.160.248      360621      1803      64240      41.177.26.193->244.3.160.248      
108.055575      41.177.26.193      244.3.160.248      362081      1803      64240      41.177.26.193->244.3.160.248      
108.055600      41.177.26.193      244.3.160.248      363541      1803      64240      41.177.26.193->244.3.160.248      
108.055624      41.177.26.193      244.3.160.248      365001      1803      64240      41.177.26.193->244.3.160.248      
108.055644      41.177.26.193      244.3.160.248      366461      1803      64240      41.177.26.193->244.3.160.248      
108.062969      41.177.26.193      244.3.160.248      367921      1803      64240      41.177.26.193->244.3.160.248      
108.062992      41.177.26.193      244.3.160.248      369381      1803      64240      41.177.26.193->244.3.160.248      
108.063016      41.177.26.193      244.3.160.248      370841      1803      64240      41.177.26.193->244.3.160.248      
108.063037      41.177.26.193      244.3.160.248      372301      1803      64240      41.177.26.193->244.3.160.248      
108.063068      41.177.26.193      244.3.160.248      373761      1803      64240      41.177.26.193->244.3.160.248      
108.063085      41.177.26.193      244.3.160.248      375221      1803      64240      41.177.26.193->244.3.160.248      
108.063650      41.177.26.193      244.3.160.248      376681      1803      64240      41.177.26.193->244.3.160.248      
108.063682      41.177.26.193      244.3.160.248      378141      1803      64240      41.177.26.193->244.3.160.248      
108.063705      41.177.26.193      244.3.160.248      379601      1803      64240      41.177.26.193->244.3.160.248      
108.063730      41.177.26.193      244.3.160.248      381061      1803      64240      41.177.26.193->244.3.160.248      
108.063753      41.177.26.193      244.3.160.248      382521      1803      64240      41.177.26.193->244.3.160.248      
108.063773      41.177.26.193      244.3.160.248      383981      1803      64240      41.177.26.193->244.3.160.248      
